date,close,open,high,low,change_pct
2000-09-15,1465.8,1480.9,1481.0,1460.2,-1.02
2000-09-18,1444.5,1465.8,1467.9,1441.8,-1.45
2000-09-19,1459.9,1444.5,1461.0,1444.5,1.07
2000-09-20,1451.3,1459.9,1460.7,1431.0,-0.59
2000-09-21,1449.0,1451.3,1452.9,1436.2,-0.16
2000-09-22,1448.7,1449.0,1449.4,1421.9,-0.02
2000-09-25,1439.0,1448.7,1457.4,1436.1,-0.67
2000-09-26,1427.2,1439.0,1447.7,1425.3,-0.82
2000-09-27,1426.6,1427.2,1436.7,1419.5,-0.04
2000-09-28,1458.3,1426.6,1461.7,1425.8,2.22
2000-09-29,1436.5,1458.3,1458.3,1436.5,-1.49
2000-10-02,1436.2,1436.5,1445.5,1429.8,-0.02
2000-10-03,1426.5,1436.2,1454.8,1425.3,-0.68
2000-10-04,1434.3,1426.5,1440.0,1416.3,0.55
2000-10-05,1436.3,1434.3,1444.2,1431.8,0.14
2000-10-06,1409.0,1436.3,1443.3,1397.1,-1.9
2000-10-09,1402.0,1409.0,1409.7,1392.5,-0.5
2000-10-10,1387.0,1402.0,1408.8,1383.8,-1.07
2000-10-11,1364.6,1387.0,1387.0,1349.7,-1.61
2000-10-12,1329.8,1364.6,1374.9,1328.1,-2.55
2000-10-13,1374.2,1329.8,1374.2,1326.8,3.34
2000-10-16,1374.6,1374.2,1379.5,1365.1,0.03
2000-10-17,1350.0,1374.6,1381.0,1342.3,-1.79
2000-10-18,1342.1,1350.0,1356.7,1305.8,-0.59
2000-10-19,1388.8,1342.1,1389.9,1342.1,3.48
2000-10-20,1396.9,1388.8,1408.5,1382.2,0.58
2000-10-23,1395.8,1396.9,1407.0,1387.8,-0.08
2000-10-24,1398.1,1395.8,1415.6,1388.1,0.16
2000-10-25,1364.9,1398.1,1398.1,1362.2,-2.37
2000-10-26,1364.4,1364.9,1372.7,1337.8,-0.04
2000-10-27,1379.6,1364.4,1384.6,1364.1,1.11
2000-10-30,1398.7,1379.6,1406.4,1376.9,1.38
2000-10-31,1429.4,1398.7,1432.2,1398.7,2.19
2000-11-01,1421.2,1429.4,1429.6,1410.5,-0.57
2000-11-02,1428.3,1421.2,1433.3,1421.1,0.5
2000-11-03,1426.7,1428.3,1433.2,1420.9,-0.11
2000-11-06,1432.2,1428.8,1438.5,1427.7,0.39
2000-11-07,1431.9,1432.2,1436.2,1423.3,-0.02
2000-11-08,1409.3,1431.9,1437.3,1408.8,-1.58
2000-11-09,1400.1,1409.3,1409.3,1369.7,-0.65
2000-11-10,1366.0,1400.1,1400.1,1366.0,-2.44
2000-11-13,1351.3,1366.0,1366.0,1328.6,-1.08
2000-11-14,1383.0,1351.3,1390.1,1351.3,2.35
2000-11-15,1389.8,1383.0,1396.0,1374.8,0.49
2000-11-16,1372.3,1389.8,1394.7,1370.4,-1.26
2000-11-17,1367.7,1372.3,1384.8,1355.5,-0.34
2000-11-20,1342.6,1367.7,1367.7,1341.7,-1.84
2000-11-21,1347.3,1342.6,1355.9,1333.6,0.35
2000-11-22,1322.4,1347.3,1347.3,1321.9,-1.85
2000-11-24,1341.8,1322.4,1343.8,1322.4,1.47
2000-11-27,1349.0,1341.8,1362.5,1341.8,0.54
2000-11-28,1336.1,1349.0,1358.8,1335.0,-0.96
2000-11-29,1341.9,1336.1,1352.4,1329.3,0.43
2000-11-30,1315.0,1341.9,1341.9,1294.9,-2.0
2000-12-01,1315.2,1315.0,1334.7,1307.0,0.02
2000-12-04,1325.0,1315.2,1332.1,1310.2,0.75
2000-12-05,1376.5,1325.0,1376.6,1325.0,3.89
2000-12-06,1351.5,1376.5,1376.5,1346.2,-1.82
2000-12-07,1343.5,1351.5,1353.5,1339.3,-0.59
2000-12-08,1369.9,1343.5,1380.3,1343.5,1.97
2000-12-11,1380.2,1369.9,1389.0,1364.1,0.75
2000-12-12,1371.2,1380.2,1380.3,1370.3,-0.65
2000-12-13,1360.0,1371.2,1385.8,1358.5,-0.82
2000-12-14,1340.9,1360.0,1360.0,1340.5,-1.4
2000-12-15,1312.2,1340.9,1340.9,1305.4,-2.14
2000-12-18,1322.7,1312.2,1332.3,1312.2,0.8
2000-12-19,1305.6,1323.0,1346.4,1305.2,-1.29
2000-12-20,1264.7,1305.6,1305.6,1261.2,-3.13
2000-12-21,1274.9,1264.7,1285.3,1254.1,0.81
2000-12-22,1306.0,1274.9,1306.0,1274.9,2.44
2000-12-26,1315.2,1306.0,1315.9,1301.6,0.7
2000-12-27,1328.9,1315.2,1332.0,1311.0,1.04
2000-12-28,1334.2,1328.9,1335.9,1325.8,0.4
2000-12-29,1320.3,1334.2,1340.1,1317.5,-1.04
2001-01-02,1283.3,1320.3,1320.3,1276.0,-2.8
2001-01-03,1347.6,1283.3,1347.8,1274.6,5.01
2001-01-04,1333.3,1347.6,1350.2,1329.1,-1.06
2001-01-05,1298.3,1333.3,1334.8,1295.0,-2.63
2001-01-08,1295.9,1298.3,1298.3,1276.3,-0.18
2001-01-09,1300.8,1295.9,1311.7,1295.1,0.38
2001-01-10,1313.3,1300.8,1313.8,1287.3,0.96
2001-01-11,1326.8,1313.3,1332.2,1309.7,1.03
2001-01-12,1318.3,1326.8,1333.2,1311.6,-0.64
2001-01-16,1326.7,1318.3,1327.8,1313.3,0.64
2001-01-17,1329.5,1326.7,1346.9,1325.4,0.21
2001-01-18,1348.0,1329.9,1352.7,1327.4,1.39
2001-01-19,1342.5,1348.0,1354.5,1336.7,-0.41
2001-01-22,1342.9,1342.5,1353.6,1333.8,0.03
2001-01-23,1360.4,1342.9,1362.9,1339.6,1.3
2001-01-24,1364.3,1360.4,1369.8,1357.3,0.29
2001-01-25,1357.5,1364.3,1367.3,1354.6,-0.5
2001-01-26,1355.0,1357.5,1357.5,1342.8,-0.18
2001-01-29,1364.2,1354.9,1365.5,1350.4,0.68
2001-01-30,1373.7,1364.2,1375.7,1356.2,0.7
2001-01-31,1366.0,1373.7,1383.4,1364.7,-0.56
2001-02-01,1373.5,1366.0,1373.5,1359.3,0.55
2001-02-02,1349.5,1373.5,1376.4,1348.7,-1.75
2001-02-05,1354.3,1349.5,1354.6,1344.5,0.36
2001-02-06,1352.3,1354.3,1363.5,1350.0,-0.15
2001-02-07,1340.9,1352.3,1352.3,1334.3,-0.84
2001-02-08,1332.5,1341.1,1350.3,1332.4,-0.63
2001-02-09,1314.8,1332.5,1332.5,1310.0,-1.33
2001-02-12,1330.3,1314.8,1331.0,1313.6,1.18
2001-02-13,1318.8,1330.3,1336.6,1317.5,-0.86
2001-02-14,1315.9,1318.8,1320.7,1304.7,-0.22
2001-02-15,1326.6,1315.9,1331.3,1315.9,0.81
2001-02-16,1301.5,1326.6,1326.6,1293.2,-1.89
2001-02-20,1278.9,1301.5,1307.2,1278.4,-1.74
2001-02-21,1255.3,1278.9,1283.0,1253.2,-1.85
2001-02-22,1252.8,1255.3,1259.9,1228.3,-0.2
2001-02-23,1245.9,1252.8,1252.8,1215.4,-0.55
2001-02-26,1267.7,1245.9,1267.7,1241.7,1.75
2001-02-27,1257.9,1267.7,1272.8,1252.3,-0.77
2001-02-28,1239.9,1257.9,1263.5,1229.7,-1.43
2001-03-01,1241.2,1239.9,1241.4,1214.5,0.1
2001-03-02,1234.2,1241.2,1251.0,1219.7,-0.56
2001-03-05,1241.4,1234.2,1242.5,1234.0,0.58
2001-03-06,1253.8,1241.4,1267.4,1241.4,1.0
2001-03-07,1261.9,1253.8,1263.9,1253.8,0.65
2001-03-08,1264.7,1261.9,1266.5,1257.6,0.22
2001-03-09,1233.4,1264.7,1264.7,1228.4,-2.47
2001-03-12,1180.2,1233.4,1233.4,1176.8,-4.31
2001-03-13,1197.7,1180.2,1197.8,1171.5,1.48
2001-03-14,1166.7,1197.7,1197.7,1155.3,-2.59
2001-03-15,1173.6,1166.7,1182.0,1166.7,0.59
2001-03-16,1150.5,1173.6,1173.6,1148.6,-1.97
2001-03-19,1170.8,1150.5,1173.5,1147.2,1.76
2001-03-20,1142.6,1170.8,1180.6,1142.2,-2.41
2001-03-21,1122.1,1142.6,1149.4,1118.7,-1.79
2001-03-22,1117.6,1122.1,1124.3,1081.2,-0.4
2001-03-23,1139.8,1117.6,1141.8,1117.6,1.99
2001-03-26,1152.7,1139.8,1160.0,1139.8,1.13
2001-03-27,1182.2,1152.7,1183.4,1151.0,2.56
2001-03-28,1153.3,1182.2,1182.2,1147.8,-2.44
2001-03-29,1148.0,1153.3,1161.7,1136.3,-0.46
2001-03-30,1160.3,1148.0,1162.8,1143.8,1.07
2001-04-02,1145.9,1160.3,1169.5,1137.5,-1.24
2001-04-03,1106.5,1145.9,1145.9,1100.2,-3.44
2001-04-04,1103.2,1106.5,1117.5,1092.0,-0.3
2001-04-05,1151.4,1103.2,1151.5,1103.2,4.37
2001-04-06,1128.4,1151.4,1151.4,1119.3,-2.0
2001-04-09,1137.6,1128.4,1146.1,1126.4,0.82
2001-04-10,1168.4,1137.6,1173.9,1137.6,2.71
2001-04-11,1165.9,1168.4,1182.2,1160.3,-0.21
2001-04-12,1183.5,1165.9,1183.5,1157.7,1.51
2001-04-16,1179.7,1183.5,1184.6,1167.4,-0.32
2001-04-17,1191.8,1179.7,1192.2,1168.9,1.03
2001-04-18,1238.2,1191.8,1248.4,1191.8,3.89
2001-04-19,1253.7,1238.2,1253.7,1233.4,1.25
2001-04-20,1243.0,1253.7,1253.7,1234.4,-0.85
2001-04-23,1224.4,1243.0,1243.0,1217.5,-1.5
2001-04-24,1209.5,1224.4,1233.5,1208.9,-1.22
2001-04-25,1228.8,1209.5,1232.4,1207.4,1.6
2001-04-26,1234.5,1228.8,1248.3,1228.8,0.46
2001-04-27,1253.0,1234.5,1253.1,1234.5,1.5
2001-04-30,1249.5,1253.0,1269.3,1244.0,-0.28
2001-05-01,1266.4,1249.5,1266.5,1243.5,1.35
2001-05-02,1267.4,1266.4,1272.9,1257.7,0.08
2001-05-03,1248.6,1267.4,1267.4,1239.9,-1.48
2001-05-04,1266.6,1248.6,1267.5,1232.0,1.44
2001-05-07,1263.5,1266.6,1270.0,1259.2,-0.24
2001-05-08,1261.2,1266.7,1267.0,1253.0,-0.18
2001-05-09,1255.5,1261.2,1261.7,1247.8,-0.45
2001-05-10,1255.2,1255.5,1268.1,1254.6,-0.02
2001-05-11,1245.7,1255.2,1259.8,1240.8,-0.76
2001-05-14,1248.9,1245.7,1249.7,1241.0,0.26
2001-05-15,1249.4,1248.9,1257.5,1245.4,0.04
2001-05-16,1285.0,1249.4,1286.4,1243.0,2.85
2001-05-17,1288.5,1285.0,1296.5,1282.7,0.27
2001-05-18,1292.0,1288.5,1292.1,1281.2,0.27
2001-05-21,1312.8,1292.0,1313.0,1287.9,1.61
2001-05-22,1309.4,1312.8,1315.9,1306.9,-0.26
2001-05-23,1289.0,1309.4,1309.4,1288.7,-1.56
2001-05-24,1293.2,1289.0,1295.0,1281.2,0.33
2001-05-25,1277.9,1293.2,1293.2,1276.4,-1.18
2001-05-29,1267.9,1277.9,1278.4,1265.4,-0.78
2001-05-30,1248.1,1267.9,1267.9,1246.0,-1.56
2001-05-31,1255.8,1248.1,1261.9,1248.1,0.62
2001-06-01,1260.7,1255.8,1265.3,1246.9,0.39
2001-06-04,1267.1,1260.7,1267.2,1256.4,0.51
2001-06-05,1283.6,1267.1,1286.6,1267.1,1.3
2001-06-06,1270.0,1283.6,1283.8,1269.0,-1.06
2001-06-07,1277.0,1270.0,1277.1,1265.1,0.55
2001-06-08,1265.0,1277.0,1277.1,1260.0,-0.94
2001-06-11,1254.4,1265.0,1265.0,1249.2,-0.84
2001-06-12,1255.8,1254.4,1261.0,1235.8,0.11
2001-06-13,1241.6,1255.8,1259.8,1241.6,-1.13
2001-06-14,1219.9,1241.6,1241.6,1218.9,-1.75
2001-06-15,1214.4,1219.9,1221.5,1203.0,-0.45
2001-06-18,1208.4,1214.4,1221.2,1208.3,-0.49
2001-06-19,1212.6,1208.4,1226.1,1207.7,0.35
2001-06-20,1223.1,1212.6,1225.6,1210.1,0.87
2001-06-21,1237.0,1223.1,1240.2,1220.2,1.14
2001-06-22,1225.3,1237.0,1237.7,1221.4,-0.95
2001-06-25,1218.6,1225.3,1231.5,1213.6,-0.55
2001-06-26,1216.8,1218.6,1220.7,1204.6,-0.15
2001-06-27,1211.1,1216.8,1219.9,1207.3,-0.47
2001-06-28,1226.2,1211.1,1234.4,1211.1,1.25
2001-06-29,1224.4,1226.2,1237.3,1221.1,-0.15
2001-07-02,1236.7,1224.4,1239.8,1224.0,1.0
2001-07-03,1234.5,1236.7,1236.7,1229.4,-0.18
2001-07-05,1219.2,1234.5,1234.5,1219.2,-1.24
2001-07-06,1190.6,1219.2,1219.2,1188.7,-2.35
2001-07-09,1198.8,1190.6,1201.8,1189.8,0.69
2001-07-10,1181.5,1198.8,1203.4,1179.9,-1.44
2001-07-11,1180.2,1181.5,1184.9,1168.5,-0.11
2001-07-12,1208.1,1180.2,1210.2,1180.2,2.36
2001-07-13,1215.7,1208.1,1218.5,1203.6,0.63
2001-07-16,1202.5,1215.7,1219.6,1200.0,-1.09
2001-07-17,1214.4,1202.5,1215.4,1196.1,0.99
2001-07-18,1207.7,1214.4,1214.4,1198.3,-0.55
2001-07-19,1215.0,1207.7,1225.0,1205.8,0.6
2001-07-20,1210.8,1215.0,1215.7,1207.0,-0.35
2001-07-23,1191.0,1210.8,1215.2,1190.5,-1.64
2001-07-24,1171.7,1191.0,1191.0,1165.5,-1.62
2001-07-25,1190.5,1171.7,1190.5,1171.3,1.6
2001-07-26,1202.9,1190.5,1204.2,1182.7,1.04
2001-07-27,1205.8,1202.9,1209.3,1196.0,0.24
2001-07-30,1204.5,1205.8,1209.0,1200.4,-0.11
2001-07-31,1211.2,1204.5,1222.7,1204.5,0.56
2001-08-01,1215.9,1211.2,1223.0,1211.2,0.39
2001-08-02,1220.8,1215.9,1226.3,1215.3,0.4
2001-08-03,1214.3,1220.8,1220.8,1205.3,-0.53
2001-08-06,1200.5,1214.3,1214.3,1197.3,-1.14
2001-08-07,1204.4,1200.5,1207.6,1195.6,0.32
2001-08-08,1183.5,1204.4,1206.8,1181.3,-1.74
2001-08-09,1183.4,1183.5,1184.7,1174.7,-0.01
2001-08-10,1190.2,1183.4,1193.3,1169.5,0.57
2001-08-13,1191.3,1190.2,1193.8,1185.1,0.09
2001-08-14,1186.7,1191.3,1198.8,1184.3,-0.39
2001-08-15,1178.0,1186.7,1191.2,1177.6,-0.73
2001-08-16,1181.7,1178.0,1181.8,1166.1,0.31
2001-08-17,1162.0,1181.7,1181.7,1156.1,-1.67
2001-08-20,1171.4,1162.0,1171.4,1160.9,0.81
2001-08-21,1157.3,1171.4,1179.8,1156.6,-1.2
2001-08-22,1165.3,1157.3,1168.6,1153.3,0.69
2001-08-23,1162.1,1165.3,1169.9,1161.0,-0.27
2001-08-24,1184.9,1162.1,1185.2,1162.1,1.96
2001-08-27,1179.2,1184.9,1186.8,1178.1,-0.48
2001-08-28,1161.5,1179.2,1179.7,1161.2,-1.5
2001-08-29,1148.6,1161.5,1167.0,1147.4,-1.11
2001-08-30,1129.0,1148.6,1151.8,1124.9,-1.71
2001-08-31,1133.6,1129.0,1141.8,1126.4,0.41
2001-09-04,1132.9,1133.6,1155.4,1129.1,-0.06
2001-09-05,1131.7,1132.9,1135.5,1114.9,-0.11
2001-09-06,1106.4,1131.7,1131.7,1105.8,-2.24
2001-09-07,1085.8,1106.4,1106.4,1082.1,-1.86
2001-09-10,1092.5,1085.8,1096.9,1073.2,0.62
2001-09-17,1038.8,1092.5,1092.5,1037.5,-4.92
2001-09-18,1032.7,1038.8,1046.4,1029.2,-0.59
2001-09-19,1016.1,1032.7,1038.9,984.6,-1.61
2001-09-20,984.5,1016.1,1016.1,984.5,-3.11
2001-09-21,965.8,984.5,984.5,944.8,-1.9
2001-09-24,1003.5,965.8,1008.4,965.8,3.9
2001-09-25,1012.3,1003.5,1017.1,998.3,0.88
2001-09-26,1007.0,1012.3,1020.3,1002.6,-0.52
2001-09-27,1018.6,1007.0,1018.9,998.2,1.15
2001-09-28,1040.9,1028.5,1040.9,1018.6,2.19
2001-10-01,1038.5,1037.9,1040.9,1026.8,-0.23
2001-10-02,1051.3,1037.6,1051.3,1034.5,1.23
2001-10-03,1072.3,1042.9,1075.4,1041.5,2.0
2001-10-04,1069.6,1072.3,1084.1,1067.8,-0.25
2001-10-05,1071.4,1069.6,1072.3,1053.5,0.17
2001-10-08,1062.4,1060.3,1071.4,1056.9,-0.84
2001-10-09,1056.8,1062.9,1063.4,1053.8,-0.53
